0 4
0 12
0 1
0 3
1 5
1 13
1 2
1 0
2 6
2 14
2 3
2 1
3 7
3 15
3 0
3 2
4 8
4 0
4 5
4 7
5 9
5 1
5 6
5 4
6 10
6 2
6 7
6 5
7 11
7 3
7 4
7 6
8 12
8 4
8 9
8 11
9 13
9 5
9 10
9 8
10 14
10 6
10 11
10 9
11 15
11 7
11 8
11 10
12 0
12 8
12 13
12 15
13 1
13 9
13 14
13 12
14 2
14 10
14 15
14 13
15 3
15 11
15 12
15 14
